schedule_id,group_id,classroom_name,classroom_code,weekday,start_hour,end_hour
2884,4744,LightPink,181,6,15,17
2885,1079,Cyan,245,1,13,15
2886,1079,Cyan,245,2,13,15
2887,4620,ForestGreen,261,3,18,20
2888,4620,ForestGreen,261,5,18,20
2889,5122,RoyalBlue,365,4,6,8
2890,5122,RoyalBlue,365,3,6,8
2891,5009,Lime,270,2,11,13
2892,5009,Lime,270,7,11,13
2893,5516,MediumSeaGreen,156,4,16,18
2894,5516,MediumSeaGreen,156,2,16,18
2895,1894,Navy,272,3,12,14
2896,1894,Navy,272,2,12,14
2897,843,OrangeRed,497,5,20,22
2898,843,OrangeRed,497,1,20,22
2899,3155,Teal,419,5,11,13
2900,3155,Teal,419,4,11,13
2901,4508,DarkKhaki,280,1,12,14
2902,4508,DarkKhaki,280,5,12,14
2903,2321,MediumPurple,381,1,11,13
2904,2321,MediumPurple,381,6,11,13
2905,3229,LightSkyBlue,150,7,17,19
2906,3229,LightSkyBlue,150,2,17,19
2907,3202,DarkOrchid,145,5,12,14
2908,3202,DarkOrchid,145,7,12,14
2909,2704,MediumSpringGreen,444,7,8,10
2910,2704,MediumSpringGreen,444,5,8,10
2911,4673,LightSalmon,171,7,19,21
2912,4673,LightSalmon,171,6,19,21
2913,5333,Orchid,469,3,15,17
2914,5333,Orchid,469,2,15,17
2915,3737,Orange,463,3,7,9
2916,3737,Orange,463,6,7,9
2917,3760,FloralWhite,157,1,14,16
2918,3760,FloralWhite,157,7,14,16
2919,2598,SkyBlue,382,5,15,17
2920,2598,SkyBlue,382,7,15,17
2921,3653,MediumSeaGreen,204,7,9,11
2922,3653,MediumSeaGreen,204,6,9,11
2923,1374,Pink,438,5,9,11
2924,1374,Pink,438,4,9,11
2925,3920,MediumTurquoise,232,3,16,18
2926,3920,MediumTurquoise,232,7,16,18
2927,888,DarkGoldenRod,300,2,8,10
2928,888,DarkGoldenRod,300,7,8,10
2929,5698,Maroon,416,2,12,14
2930,5698,Maroon,416,7,12,14
2931,3548,LightBlue,397,3,12,14
2932,3548,LightBlue,397,2,12,14
2933,4494,MediumOrchid,139,5,20,22
2934,4494,MediumOrchid,139,4,20,22
2935,3972,DarkKhaki,281,5,6,8
2936,3972,DarkKhaki,281,4,6,8
2937,156,Brown,152,6,12,14
2938,156,Brown,152,2,12,14
2939,681,RosyBrown,225,2,8,10
2940,681,RosyBrown,225,5,8,10
2941,5456,Navy,374,5,19,21
2942,5456,Navy,374,2,19,21
2943,2231,LightBlue,117,2,6,8
2944,2231,LightBlue,117,1,6,8
2945,4344,PeachPuff,413,1,10,12
2946,4344,PeachPuff,413,3,10,12
2947,1431,DarkViolet,439,4,15,17
2948,1431,DarkViolet,439,6,15,17
2949,4079,Gainsboro,378,3,8,10
2950,4079,Gainsboro,378,7,8,10
2951,786,SkyBlue,282,3,9,11
2952,786,SkyBlue,282,4,9,11
2953,2382,MediumSeaGreen,351,3,15,17
2954,2382,MediumSeaGreen,351,6,15,17
2955,2878,GhostWhite,447,3,14,16
2956,2878,GhostWhite,447,5,14,16
2957,4434,MediumPurple,287,4,6,8
2958,4434,MediumPurple,287,5,6,8
2959,3324,DarkSalmon,138,5,13,15
2960,3324,DarkSalmon,138,3,13,15
2961,2285,GoldenRod,297,1,12,14
2962,2285,GoldenRod,297,3,12,14
2963,1591,MediumPurple,312,7,10,12
2964,1591,MediumPurple,312,3,10,12
2965,1276,Maroon,290,4,16,18
2966,1276,Maroon,290,3,16,18
2967,5278,LightCyan,290,6,16,18
2968,5278,LightCyan,290,5,16,18
2969,1550,MediumBlue,338,5,20,22
2970,1550,MediumBlue,338,6,20,22
2971,2081,SeaGreen,142,6,12,14
2972,2081,SeaGreen,142,5,12,14
2973,2169,DarkGray,482,1,20,22
2974,2169,DarkGray,482,2,20,22
2975,999,MediumSlateBlue,361,4,20,22
2976,999,MediumSlateBlue,361,2,20,22
2977,1310,DarkSalmon,283,6,14,16
2978,1310,DarkSalmon,283,7,14,16
2979,5084,Chocolate,151,7,18,20
2980,5084,Chocolate,151,1,18,20
2981,2978,Azure,170,3,8,10
2982,2978,Azure,170,6,8,10
2983,3032,CornflowerBlue,399,3,11,13
2984,3032,CornflowerBlue,399,1,11,13
2985,3651,FireBrick,384,3,12,14
2986,3651,FireBrick,384,4,12,14
2987,5503,PapayaWhip,364,4,8,10
2988,5503,PapayaWhip,364,7,8,10
2989,2025,Plum,209,6,14,16
2990,2025,Plum,209,4,14,16
2991,4187,DarkMagenta,144,7,7,9
2992,4187,DarkMagenta,144,3,7,9
2993,1698,DarkGray,104,5,13,15
2994,1698,DarkGray,104,6,13,15
2995,1786,LightCyan,249,4,14,16
2996,1786,LightCyan,249,2,14,16
2997,5021,LightPink,344,3,12,14
2998,5021,LightPink,344,7,12,14
2999,1571,DarkViolet,434,1,18,20
3000,1571,DarkViolet,434,5,18,20
3001,4667,DarkTurquoise,311,5,12,14
3002,4667,DarkTurquoise,311,2,12,14
3003,479,DeepPink,264,5,15,17
3004,479,DeepPink,264,1,15,17
3005,3272,SpringGreen,414,1,18,20
3006,3272,SpringGreen,414,2,18,20
3007,3180,Olive,121,6,13,15
3008,3180,Olive,121,7,13,15
3009,2141,MintCream,257,2,18,20
3010,2141,MintCream,257,4,18,20
3011,3544,CornflowerBlue,227,6,16,18
3012,3544,CornflowerBlue,227,4,16,18
3013,918,LemonChiffon,390,5,8,10
3014,918,LemonChiffon,390,2,8,10
3015,1601,PaleTurquoise,188,3,17,19
3016,1601,PaleTurquoise,188,2,17,19
3017,4580,SteelBlue,101,4,15,17
3018,4580,SteelBlue,101,3,15,17
3019,2707,MediumPurple,163,6,7,9
3020,2707,MediumPurple,163,1,7,9
3021,3824,DarkGoldenRod,186,5,15,17
3022,3824,DarkGoldenRod,186,2,15,17
3023,2402,MediumPurple,440,4,9,11
3024,2402,MediumPurple,440,6,9,11
3025,4713,LightGreen,496,6,6,8
3026,4713,LightGreen,496,2,6,8
3027,492,DarkGreen,322,5,17,19
3028,492,DarkGreen,322,7,17,19
3029,1499,MediumAquaMarine,148,7,7,9
3030,1499,MediumAquaMarine,148,5,7,9
3031,1111,MintCream,202,4,15,17
3032,1111,MintCream,202,3,15,17
3033,5359,MediumSlateBlue,482,4,6,8
3034,5359,MediumSlateBlue,482,5,6,8
3035,2143,LightGray,276,6,16,18
3036,2143,LightGray,276,5,16,18
3037,3453,Wheat,159,4,7,9
3038,3453,Wheat,159,6,7,9
3039,3018,SandyBrown,282,5,16,18
3040,3018,SandyBrown,282,6,16,18
3041,3323,MintCream,123,7,15,17
3042,3323,MintCream,123,2,15,17
3043,596,DeepSkyBlue,303,1,8,10
3044,596,DeepSkyBlue,303,3,8,10
3045,217,Navy,202,1,8,10
3046,217,Navy,202,5,8,10
3047,2393,SlateGray,383,1,19,21
3048,2393,SlateGray,383,5,19,21
3049,4748,Khaki,470,5,19,21
3050,4748,Khaki,470,6,19,21
3051,5403,Plum,407,1,17,19
3052,5403,Plum,407,4,17,19
3053,2777,DodgerBlue,267,3,13,15
3054,2777,DodgerBlue,267,7,13,15
3055,5315,MediumPurple,495,7,17,19
3056,5315,MediumPurple,495,3,17,19
3057,5618,MediumPurple,443,7,15,17
3058,5618,MediumPurple,443,5,15,17
3059,3113,LavenderBlush,486,5,16,18
3060,3113,LavenderBlush,486,6,16,18
3061,5145,Plum,458,4,12,14
3062,5145,Plum,458,7,12,14
3063,5685,DarkCyan,180,5,19,21
3064,5685,DarkCyan,180,1,19,21
3065,350,LawnGreen,123,2,10,12
3066,350,LawnGreen,123,6,10,12
3067,5406,Gray,231,2,18,20
3068,5406,Gray,231,1,18,20
3069,360,Thistle,397,4,10,12
3070,360,Thistle,397,7,10,12
3071,708,MediumBlue,480,6,7,9
3072,708,MediumBlue,480,2,7,9
3073,1912,MediumTurquoise,323,3,10,12
3074,1912,MediumTurquoise,323,5,10,12
3075,2713,BurlyWood,234,7,10,12
3076,2713,BurlyWood,234,2,10,12
3077,2543,Cyan,405,4,11,13
3078,2543,Cyan,405,5,11,13
3079,2166,SeaShell,306,4,6,8
3080,2166,SeaShell,306,3,6,8
3081,841,LightSteelBlue,358,1,14,16
3082,841,LightSteelBlue,358,5,14,16
3083,4333,Khaki,447,6,8,10
3084,4333,Khaki,447,7,8,10
3085,137,NavajoWhite,114,2,18,20
3086,137,NavajoWhite,114,6,18,20
3087,5288,MediumTurquoise,319,6,11,13
3088,5288,MediumTurquoise,319,5,11,13
3089,2220,LightCoral,222,3,16,18
3090,2220,LightCoral,222,4,16,18
3091,1095,LightGray,494,1,15,17
3092,1095,LightGray,494,6,15,17
3093,2249,DarkGoldenRod,136,1,8,10
3094,2249,DarkGoldenRod,136,7,8,10
3095,1883,Orange,167,7,9,11
3096,1883,Orange,167,4,9,11
3097,610,Azure,377,2,8,10
3098,610,Azure,377,3,8,10
3099,4888,Cyan,153,6,8,10
3100,4888,Cyan,153,4,8,10
3101,2232,FireBrick,222,6,18,20
3102,2232,FireBrick,222,3,18,20
3103,3644,DarkSlateBlue,218,3,6,8
3104,3644,DarkSlateBlue,218,4,6,8
3105,1488,Aqua,461,1,13,15
3106,1488,Aqua,461,2,13,15
3107,1884,DodgerBlue,397,3,10,12
3108,1884,DodgerBlue,397,1,10,12
3109,5128,DarkKhaki,467,4,19,21
3110,5128,DarkKhaki,467,7,19,21
3111,4065,Pink,402,7,17,19
3112,4065,Pink,402,2,17,19
3113,3529,Maroon,118,2,17,19
3114,3529,Maroon,118,1,17,19
3115,453,LightGray,454,4,8,10
3116,453,LightGray,454,6,8,10
3117,1590,Orchid,159,7,12,14
3118,1590,Orchid,159,6,12,14
3119,3118,Indigo,281,6,7,9
3120,3118,Indigo,281,1,7,9
3121,5545,DarkSlateGray,236,5,8,10
3122,5545,DarkSlateGray,236,1,8,10
3123,4803,LightGoldenRodYellow,461,2,15,17
3124,4803,LightGoldenRodYellow,461,5,15,17
3125,4002,Purple,488,5,12,14
3126,4002,Purple,488,1,12,14
3127,586,Tan,224,1,17,19
3128,586,Tan,224,2,17,19
3129,5447,DarkGray,227,2,15,17
3130,5447,DarkGray,227,1,15,17
3131,1145,Khaki,257,6,16,18
3132,1145,Khaki,257,4,16,18
3133,4239,Tan,316,5,12,14
3134,4239,Tan,316,3,12,14
3135,178,BlanchedAlmond,208,1,7,9
3136,178,BlanchedAlmond,208,5,7,9
3137,2499,LightGreen,203,1,17,19
3138,2499,LightGreen,203,7,17,19
3139,2645,GhostWhite,419,4,17,19
3140,2645,GhostWhite,419,1,17,19
3141,1295,MediumTurquoise,286,7,10,12
3142,1295,MediumTurquoise,286,6,10,12
3143,5706,Pink,361,1,9,11
3144,5706,Pink,361,6,9,11
3145,3076,LightCoral,306,4,10,12
3146,3076,LightCoral,306,2,10,12
3147,5431,DarkSalmon,441,7,19,21
3148,5431,DarkSalmon,441,4,19,21
3149,2040,FireBrick,289,4,20,22
3150,2040,FireBrick,289,3,20,22
3151,633,Magenta,334,4,15,17
3152,633,Magenta,334,2,15,17
3153,5058,LightSlateGray,322,6,11,13
3154,5058,LightSlateGray,322,5,11,13
3155,4785,Yellow,490,4,14,16
3156,4785,Yellow,490,6,14,16
3157,1372,DarkSeaGreen,368,5,19,21
3158,1372,DarkSeaGreen,368,7,19,21
3159,942,SaddleBrown,334,2,16,18
3160,942,SaddleBrown,334,5,16,18
3161,4634,SteelBlue,388,3,11,13
3162,4634,SteelBlue,388,6,11,13
3163,1090,BlanchedAlmond,417,4,7,9
3164,1090,BlanchedAlmond,417,2,7,9
3165,4043,Maroon,100,3,19,21
3166,4043,Maroon,100,2,19,21
3167,3576,Navy,303,2,19,21
3168,3576,Navy,303,4,19,21
3169,2115,Tomato,305,3,14,16
3170,2115,Tomato,305,1,14,16
3171,5237,OliveDrab,108,1,6,8
3172,5237,OliveDrab,108,7,6,8
3173,4892,WhiteSmoke,186,2,10,12
3174,4892,WhiteSmoke,186,7,10,12
3175,3710,Khaki,392,5,12,14
3176,3710,Khaki,392,1,12,14
3177,168,MediumSeaGreen,404,3,17,19
3178,168,MediumSeaGreen,404,6,17,19
3179,4853,FloralWhite,352,6,14,16
3180,4853,FloralWhite,352,5,14,16
3181,1959,CornflowerBlue,308,5,14,16
3182,1959,CornflowerBlue,308,2,14,16
3183,1222,Thistle,351,6,9,11
3184,1222,Thistle,351,5,9,11
3185,1127,LightGreen,252,2,20,22
3186,1127,LightGreen,252,4,20,22
3187,2827,MediumSlateBlue,136,5,16,18
3188,2827,MediumSlateBlue,136,2,16,18
3189,5696,Blue,412,2,15,17
3190,5696,Blue,412,6,15,17
3191,2617,Tomato,398,1,9,11
3192,2617,Tomato,398,7,9,11
3193,3070,DarkOrchid,257,1,8,10
3194,3070,DarkOrchid,257,7,8,10
3195,5243,Chocolate,320,2,14,16
3196,5243,Chocolate,320,6,14,16
3197,5327,Tomato,491,1,8,10
3198,5327,Tomato,491,2,8,10
3199,4521,LightSteelBlue,335,2,12,14
3200,4521,LightSteelBlue,335,1,12,14
3201,1762,PaleTurquoise,269,5,12,14
3202,1762,PaleTurquoise,269,1,12,14
3203,5450,Bisque,291,7,13,15
3204,5450,Bisque,291,2,13,15
3205,2985,Brown,464,1,7,9
3206,2985,Brown,464,7,7,9
3207,4238,Azure,250,5,12,14
3208,4238,Azure,250,3,12,14
3209,4737,OldLace,116,6,6,8
3210,4737,OldLace,116,5,6,8
3211,5077,Chocolate,217,2,11,13
3212,5077,Chocolate,217,6,11,13
3213,3805,LightGoldenRodYellow,470,5,18,20
3214,3805,LightGoldenRodYellow,470,3,18,20
3215,2254,DarkTurquoise,364,3,10,12
3216,2254,DarkTurquoise,364,4,10,12
3217,2376,Salmon,407,5,7,9
3218,2376,Salmon,407,1,7,9
3219,465,Linen,353,6,11,13
3220,465,Linen,353,1,11,13
3221,2620,FloralWhite,484,7,6,8
3222,2620,FloralWhite,484,1,6,8
3223,3736,MediumOrchid,227,4,14,16
3224,3736,MediumOrchid,227,5,14,16
3225,2920,GhostWhite,341,7,9,11
3226,2920,GhostWhite,341,5,9,11
3227,4624,DarkOrchid,144,2,9,11
3228,4624,DarkOrchid,144,3,9,11
3229,2535,Turquoise,168,3,8,10
3230,2535,Turquoise,168,1,8,10
3231,534,PapayaWhip,225,7,15,17
3232,534,PapayaWhip,225,1,15,17
3233,4793,BlueViolet,174,1,19,21
3234,4793,BlueViolet,174,4,19,21
3235,2442,Aqua,224,1,13,15
3236,2442,Aqua,224,7,13,15
3237,4665,Yellow,178,4,19,21
3238,4665,Yellow,178,1,19,21
3239,1871,MediumVioletRed,278,6,13,15
3240,1871,MediumVioletRed,278,4,13,15
3241,3717,LightCoral,459,3,6,8
3242,3717,LightCoral,459,6,6,8
3243,4708,DeepSkyBlue,402,2,17,19
3244,4708,DeepSkyBlue,402,5,17,19
3245,545,BlanchedAlmond,228,4,16,18
3246,545,BlanchedAlmond,228,2,16,18
3247,3755,LightGray,283,1,15,17
3248,3755,LightGray,283,7,15,17
3249,958,Tan,262,2,19,21
3250,958,Tan,262,6,19,21
3251,4283,Indigo,427,2,18,20
3252,4283,Indigo,427,1,18,20
3253,1184,PaleGreen,274,5,6,8
3254,1184,PaleGreen,274,7,6,8
3255,3439,Violet,425,3,15,17
3256,3439,Violet,425,1,15,17
3257,2420,Magenta,471,7,9,11
3258,2420,Magenta,471,4,9,11
3259,5388,ForestGreen,198,4,10,12
3260,5388,ForestGreen,198,5,10,12
3261,2160,Crimson,104,7,13,15
3262,2160,Crimson,104,5,13,15
3263,51,SteelBlue,217,7,10,12
3264,51,SteelBlue,217,5,10,12
3265,84,Lavender,107,6,11,13
3266,84,Lavender,107,3,11,13
3267,1174,RosyBrown,119,4,13,15
3268,1174,RosyBrown,119,7,13,15
3269,308,MintCream,237,5,16,18
3270,308,MintCream,237,1,16,18
3271,565,OrangeRed,168,2,16,18
3272,565,OrangeRed,168,3,16,18
3273,2907,HotPink,228,3,10,12
3274,2907,HotPink,228,4,10,12
3275,3270,DarkOrange,353,6,20,22
3276,3270,DarkOrange,353,7,20,22
3277,1989,LightCyan,408,7,18,20
3278,1989,LightCyan,408,4,18,20
3279,880,MediumAquaMarine,438,7,11,13
3280,880,MediumAquaMarine,438,6,11,13
3281,2846,DarkSalmon,493,3,18,20
3282,2846,DarkSalmon,493,2,18,20
3283,16,Green,110,7,18,20
3284,16,Green,110,2,18,20
3285,9,DarkKhaki,355,6,17,19
3286,9,DarkKhaki,355,7,17,19
3287,3618,DarkGreen,296,5,11,13
3288,3618,DarkGreen,296,3,11,13
3289,2638,Green,220,5,9,11
3290,2638,Green,220,4,9,11
3291,3004,SaddleBrown,229,3,19,21
3292,3004,SaddleBrown,229,1,19,21
3293,5006,Snow,164,5,13,15
3294,5006,Snow,164,3,13,15
3295,1761,Crimson,348,7,7,9
3296,1761,Crimson,348,1,7,9
3297,3712,MistyRose,233,3,17,19
3298,3712,MistyRose,233,4,17,19
3299,4809,BlueViolet,414,4,7,9
3300,4809,BlueViolet,414,3,7,9
3301,5674,DarkCyan,364,4,17,19
3302,5674,DarkCyan,364,2,17,19
3303,4503,Azure,396,6,13,15
3304,4503,Azure,396,4,13,15
3305,3158,Olive,343,7,16,18
3306,3158,Olive,343,4,16,18
3307,1478,DarkOrange,346,3,10,12
3308,1478,DarkOrange,346,2,10,12
3309,2083,NavajoWhite,322,5,20,22
3310,2083,NavajoWhite,322,7,20,22
3311,5448,Purple,415,6,13,15
3312,5448,Purple,415,7,13,15
3313,1637,YellowGreen,123,1,13,15
3314,1637,YellowGreen,123,6,13,15
3315,4609,Turquoise,393,1,9,11
3316,4609,Turquoise,393,5,9,11
3317,1206,White,330,2,16,18
3318,1206,White,330,6,16,18
3319,5146,Olive,185,4,19,21
3320,5146,Olive,185,1,19,21
3321,4636,LightSteelBlue,295,6,11,13
3322,4636,LightSteelBlue,295,7,11,13
3323,1117,Cyan,311,6,11,13
3324,1117,Cyan,311,1,11,13
3325,1318,Tomato,477,5,14,16
3326,1318,Tomato,477,1,14,16
3327,4883,MediumBlue,254,7,14,16
3328,4883,MediumBlue,254,2,14,16
3329,5071,LightSlateGray,401,1,17,19
3330,5071,LightSlateGray,401,2,17,19
3331,80,Lavender,102,3,18,20
3332,80,Lavender,102,7,18,20
3333,2349,White,233,7,13,15
3334,2349,White,233,4,13,15
3335,877,Green,147,5,19,21
3336,877,Green,147,7,19,21
3337,3245,PaleTurquoise,239,3,9,11
3338,3245,PaleTurquoise,239,2,9,11
3339,2786,SlateGray,361,4,19,21
3340,2786,SlateGray,361,5,19,21
3341,21,PaleTurquoise,184,6,12,14
3342,21,PaleTurquoise,184,4,12,14
3343,2779,DarkViolet,177,3,11,13
3344,2779,DarkViolet,177,2,11,13
3345,4585,Black,453,2,19,21
3346,4585,Black,453,5,19,21
3347,1752,MediumTurquoise,313,6,14,16
3348,1752,MediumTurquoise,313,4,14,16
3349,4350,Gainsboro,206,1,8,10
3350,4350,Gainsboro,206,3,8,10
3351,605,MediumTurquoise,242,3,10,12
3352,605,MediumTurquoise,242,4,10,12
3353,2145,DeepSkyBlue,271,7,8,10
3354,2145,DeepSkyBlue,271,5,8,10
3355,4523,MediumOrchid,496,7,9,11
3356,4523,MediumOrchid,496,6,9,11
3357,1427,White,178,6,16,18
3358,1427,White,178,4,16,18
3359,3990,Lime,104,2,6,8
3360,3990,Lime,104,4,6,8
3361,4459,SlateGray,464,5,19,21
3362,4459,SlateGray,464,6,19,21
3363,2163,DarkGreen,362,6,15,17
3364,2163,DarkGreen,362,7,15,17
3365,1151,OliveDrab,440,6,15,17
3366,1151,OliveDrab,440,7,15,17
3367,4395,DarkSeaGreen,471,5,15,17
3368,4395,DarkSeaGreen,471,2,15,17
3369,1454,LightSalmon,443,5,16,18
3370,1454,LightSalmon,443,1,16,18
3371,3446,Peru,145,6,16,18
3372,3446,Peru,145,2,16,18
3373,1342,DeepSkyBlue,147,4,14,16
3374,1342,DeepSkyBlue,147,7,14,16
3375,559,LightSlateGray,145,5,14,16
3376,559,LightSlateGray,145,1,14,16
3377,621,OldLace,113,6,15,17
3378,621,OldLace,113,2,15,17
3379,4940,Purple,393,6,8,10
3380,4940,Purple,393,4,8,10
3381,488,PapayaWhip,140,1,7,9
3382,488,PapayaWhip,140,5,7,9
3383,2742,LawnGreen,153,6,18,20
3384,2742,LawnGreen,153,3,18,20
3385,5061,LavenderBlush,188,2,11,13
3386,5061,LavenderBlush,188,4,11,13
3387,4663,MediumTurquoise,456,7,15,17
3388,4663,MediumTurquoise,456,3,15,17
3389,4893,DeepPink,378,1,11,13
3390,4893,DeepPink,378,2,11,13
3391,5479,CadetBlue,175,3,12,14
3392,5479,CadetBlue,175,1,12,14
3393,4138,DarkTurquoise,331,6,19,21
3394,4138,DarkTurquoise,331,5,19,21
3395,4246,MintCream,406,5,12,14
3396,4246,MintCream,406,1,12,14
3397,3195,Cornsilk,345,3,18,20
3398,3195,Cornsilk,345,4,18,20
3399,2227,Green,287,6,14,16
3400,2227,Green,287,5,14,16
3401,470,Green,210,4,8,10
3402,470,Green,210,2,8,10
3403,4143,Bisque,384,3,12,14
3404,4143,Bisque,384,7,12,14
3405,1181,PowderBlue,352,3,16,18
3406,1181,PowderBlue,352,1,16,18
3407,3377,RosyBrown,161,4,8,10
3408,3377,RosyBrown,161,1,8,10
3409,4692,YellowGreen,246,3,11,13
3410,4692,YellowGreen,246,5,11,13
3411,1634,RoyalBlue,350,6,13,15
3412,1634,RoyalBlue,350,3,13,15
3413,1183,Aquamarine,129,3,17,19
3414,1183,Aquamarine,129,7,17,19
3415,1060,PeachPuff,157,2,7,9
3416,1060,PeachPuff,157,1,7,9
3417,1121,LightSeaGreen,143,4,16,18
3418,1121,LightSeaGreen,143,5,16,18
3419,4588,Azure,223,1,9,11
3420,4588,Azure,223,4,9,11
3421,5325,AntiqueWhite,158,7,11,13
3422,5325,AntiqueWhite,158,2,11,13
3423,2002,FloralWhite,464,3,7,9
3424,2002,FloralWhite,464,6,7,9
3425,1256,DarkBlue,470,5,8,10
3426,1256,DarkBlue,470,4,8,10
3427,848,Snow,285,4,17,19
3428,848,Snow,285,6,17,19
3429,4788,GhostWhite,263,6,19,21
3430,4788,GhostWhite,263,3,19,21
3431,37,Linen,134,2,13,15
3432,37,Linen,134,3,13,15
3433,745,NavajoWhite,291,7,19,21
3434,745,NavajoWhite,291,1,19,21
3435,4826,Green,346,4,15,17
3436,4826,Green,346,7,15,17
3437,3436,White,347,7,17,19
3438,3436,White,347,3,17,19
3439,4118,DarkGray,485,2,15,17
3440,4118,DarkGray,485,7,15,17
3441,5169,DarkGoldenRod,220,3,16,18
3442,5169,DarkGoldenRod,220,7,16,18
3443,3947,PaleGreen,109,4,14,16
3444,3947,PaleGreen,109,1,14,16
3445,4526,PaleGoldenRod,163,1,11,13
3446,4526,PaleGoldenRod,163,6,11,13
3447,3790,MediumSlateBlue,281,3,18,20
3448,3790,MediumSlateBlue,281,7,18,20
3449,26,Salmon,263,4,11,13
3450,26,Salmon,263,2,11,13
3451,4773,DarkBlue,256,1,17,19
3452,4773,DarkBlue,256,7,17,19
3453,4979,Violet,255,4,20,22
3454,4979,Violet,255,1,20,22
3455,63,DarkOrange,127,5,10,12
3456,63,DarkOrange,127,1,10,12
3457,1435,Thistle,358,4,18,20
3458,1435,Thistle,358,1,18,20
3459,3415,GoldenRod,164,1,20,22
3460,3415,GoldenRod,164,2,20,22
3461,688,BurlyWood,241,7,16,18
3462,688,BurlyWood,241,6,16,18
3463,222,DarkSalmon,397,3,14,16
3464,222,DarkSalmon,397,6,14,16
3465,263,DarkOliveGreen,138,2,8,10
3466,263,DarkOliveGreen,138,5,8,10
3467,5340,SeaGreen,310,4,8,10
3468,5340,SeaGreen,310,2,8,10
3469,3398,White,128,7,18,20
3470,3398,White,128,1,18,20
3471,1122,MediumSpringGreen,121,2,19,21
3472,1122,MediumSpringGreen,121,6,19,21
3473,3866,LightSeaGreen,216,1,7,9
3474,3866,LightSeaGreen,216,4,7,9
3475,1562,Blue,456,5,18,20
3476,1562,Blue,456,4,18,20
3477,2363,Peru,347,5,6,8
3478,2363,Peru,347,6,6,8
3479,4837,PapayaWhip,349,6,12,14
3480,4837,PapayaWhip,349,7,12,14
3481,2419,BlueViolet,320,1,14,16
3482,2419,BlueViolet,320,3,14,16
3483,1360,Turquoise,321,3,11,13
3484,1360,Turquoise,321,1,11,13
3485,5544,DeepPink,114,2,19,21
3486,5544,DeepPink,114,6,19,21
3487,467,LemonChiffon,464,5,12,14
3488,467,LemonChiffon,464,7,12,14
3489,5576,White,152,2,16,18
3490,5576,White,152,3,16,18
3491,5010,MediumPurple,223,5,17,19
3492,5010,MediumPurple,223,7,17,19
3493,2946,Magenta,103,2,17,19
3494,2946,Magenta,103,5,17,19
3495,232,Pink,232,1,11,13
3496,232,Pink,232,5,11,13
3497,1205,Lime,233,5,10,12
3498,1205,Lime,233,6,10,12
3499,5744,DarkGreen,495,7,15,17
3500,5744,DarkGreen,495,3,15,17
3501,5267,RosyBrown,489,6,11,13
3502,5267,RosyBrown,489,1,11,13
3503,636,RosyBrown,265,3,11,13
3504,636,RosyBrown,265,7,11,13
3505,1076,SeaGreen,478,4,9,11
3506,1076,SeaGreen,478,6,9,11
3507,1216,Fuchsia,200,6,20,22
3508,1216,Fuchsia,200,2,20,22
3509,5298,CornflowerBlue,321,4,19,21
3510,5298,CornflowerBlue,321,7,19,21
3511,4561,Salmon,494,4,17,19
3512,4561,Salmon,494,3,17,19
3513,653,MediumOrchid,170,7,15,17
3514,653,MediumOrchid,170,5,15,17
3515,541,Navy,252,4,16,18
3516,541,Navy,252,6,16,18
3517,73,OrangeRed,179,4,8,10
3518,73,OrangeRed,179,1,8,10
3519,4492,Brown,216,2,14,16
3520,4492,Brown,216,3,14,16
3521,1473,MediumSeaGreen,400,1,9,11
3522,1473,MediumSeaGreen,400,4,9,11
3523,4804,DarkViolet,164,3,11,13
3524,4804,DarkViolet,164,2,11,13
3525,3041,DarkOliveGreen,372,5,18,20
3526,3041,DarkOliveGreen,372,1,18,20
3527,4928,LightPink,216,4,16,18
3528,4928,LightPink,216,1,16,18
3529,2965,SlateGray,472,7,16,18
3530,2965,SlateGray,472,4,16,18
3531,2658,Orange,282,7,6,8
3532,2658,Orange,282,5,6,8
3533,5204,LightCoral,391,1,10,12
3534,5204,LightCoral,391,7,10,12
3535,5619,Sienna,168,7,12,14
3536,5619,Sienna,168,6,12,14
3537,514,BurlyWood,345,4,13,15
3538,514,BurlyWood,345,2,13,15
3539,3948,Green,449,3,19,21
3540,3948,Green,449,2,19,21
3541,930,SkyBlue,400,3,8,10
3542,930,SkyBlue,400,1,8,10
3543,3985,DarkSalmon,476,2,11,13
3544,3985,DarkSalmon,476,6,11,13
3545,2022,Lime,475,7,6,8
3546,2022,Lime,475,1,6,8
3547,1452,LightCyan,236,7,15,17
3548,1452,LightCyan,236,3,15,17
3549,2815,Moccasin,217,5,13,15
3550,2815,Moccasin,217,3,13,15
3551,5159,Chartreuse,481,4,20,22
3552,5159,Chartreuse,481,7,20,22
3553,3060,Coral,478,1,11,13
3554,3060,Coral,478,4,11,13
3555,3175,DarkGoldenRod,145,6,12,14
3556,3175,DarkGoldenRod,145,2,12,14
3557,3539,DarkTurquoise,487,1,9,11
3558,3539,DarkTurquoise,487,4,9,11
3559,3807,LightSeaGreen,393,1,10,12
3560,3807,LightSeaGreen,393,5,10,12
3561,1394,CadetBlue,418,1,8,10
3562,1394,CadetBlue,418,4,8,10
3563,1720,SteelBlue,463,6,17,19
3564,1720,SteelBlue,463,5,17,19
3565,754,BurlyWood,102,7,17,19
3566,754,BurlyWood,102,3,17,19
3567,3438,Gray,333,1,14,16
3568,3438,Gray,333,6,14,16
