academic_history_id,student_id,program_id,sia_code,name,status,start_date,end_date
302,239,1,207081,Ingeniería de Sistemas y Computación,ACTIVE,2011-11-01,2015-12-16
303,240,1,311343,Ingeniería de Sistemas y Computación,ACTIVE,2014-10-25,2019-12-18
304,241,1,493978,Ingeniería de Sistemas y Computación,ACTIVE,2023-02-14,2027-07-25
305,241,1,29963,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-05,2013-03-09
306,242,1,318688,Ingeniería de Sistemas y Computación,ACTIVE,2018-07-17,2024-11-26
307,243,1,373221,Ingeniería de Sistemas y Computación,ACTIVE,2009-07-27,2013-07-07
308,243,1,235508,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-11,2022-05-24
309,243,1,91578,Ingeniería de Sistemas y Computación,ACTIVE,2016-07-05,2021-12-29
310,244,1,225744,Ingeniería de Sistemas y Computación,ACTIVE,2014-02-27,2018-03-11
311,245,1,401056,Ingeniería de Sistemas y Computación,ACTIVE,2016-06-08,2020-01-20
312,246,1,406790,Ingeniería de Sistemas y Computación,ACTIVE,2008-10-08,2013-12-15
313,247,2,242959,Ingeniería Electrónica,ACTIVE,2019-12-12,2026-05-11
314,247,1,132492,Ingeniería de Sistemas y Computación,ACTIVE,2014-06-20,2018-05-13
315,248,1,78859,Ingeniería de Sistemas y Computación,ACTIVE,2021-10-04,2025-06-03
316,249,2,454961,Ingeniería Electrónica,ACTIVE,2014-08-02,2021-09-13
317,250,1,171003,Ingeniería de Sistemas y Computación,ACTIVE,2008-01-28,2013-11-30
318,251,1,42040,Ingeniería de Sistemas y Computación,ACTIVE,2019-07-08,2025-05-10
319,251,1,356721,Ingeniería de Sistemas y Computación,ACTIVE,2019-10-11,2026-06-03
320,251,1,185467,Ingeniería de Sistemas y Computación,INACTIVE,2016-08-11,2020-05-10
321,252,1,387351,Ingeniería de Sistemas y Computación,ACTIVE,2010-12-01,2016-05-22
322,252,1,286728,Ingeniería de Sistemas y Computación,ACTIVE,2009-06-15,2015-01-14
323,252,1,51820,Ingeniería de Sistemas y Computación,ACTIVE,2023-01-08,2028-04-19
324,253,1,43137,Ingeniería de Sistemas y Computación,ACTIVE,2016-04-22,2021-07-12
325,254,1,490664,Ingeniería de Sistemas y Computación,ACTIVE,2017-03-26,2023-05-09
326,255,1,404625,Ingeniería de Sistemas y Computación,ACTIVE,2014-08-19,2020-08-21
327,256,1,166961,Ingeniería de Sistemas y Computación,ACTIVE,2011-06-19,2018-05-31
328,256,1,52529,Ingeniería de Sistemas y Computación,ACTIVE,2015-09-21,2021-05-20
329,257,1,240251,Ingeniería de Sistemas y Computación,ACTIVE,2015-05-07,2019-12-10
330,258,1,345452,Ingeniería de Sistemas y Computación,ACTIVE,2016-02-06,2020-07-21
331,259,1,389360,Ingeniería de Sistemas y Computación,ACTIVE,2022-11-29,2026-05-21
332,260,1,379595,Ingeniería de Sistemas y Computación,ACTIVE,2021-09-02,2028-02-16
333,261,1,457775,Ingeniería de Sistemas y Computación,ACTIVE,2012-12-21,2017-08-03
334,262,3,490733,Ingeniería Mecatrónica,ACTIVE,2018-08-11,2025-09-10
335,263,1,342151,Ingeniería de Sistemas y Computación,ACTIVE,2010-03-02,2016-06-08
336,263,1,241055,Ingeniería de Sistemas y Computación,ACTIVE,2009-01-29,2016-10-24
337,263,1,103250,Ingeniería de Sistemas y Computación,ACTIVE,2021-10-23,2027-08-07
338,264,2,306582,Ingeniería Electrónica,ACTIVE,2019-11-22,2024-03-22
339,264,3,365918,Ingeniería Mecatrónica,ACTIVE,2015-05-23,2021-02-09
340,264,1,27202,Ingeniería de Sistemas y Computación,ACTIVE,2020-09-11,2027-01-01
341,265,2,280290,Ingeniería Electrónica,ACTIVE,2012-12-15,2016-03-12
342,266,3,192759,Ingeniería Mecatrónica,ACTIVE,2020-12-05,2024-10-05
343,267,1,164354,Ingeniería de Sistemas y Computación,ACTIVE,2015-06-10,2020-09-16
344,267,2,123772,Ingeniería Electrónica,ACTIVE,2008-12-23,2012-10-09
345,268,1,102679,Ingeniería de Sistemas y Computación,ACTIVE,2019-05-13,2024-01-04
346,269,1,61724,Ingeniería de Sistemas y Computación,ACTIVE,2019-11-24,2026-06-17
347,270,1,262631,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-30,2020-12-16
348,271,1,236812,Ingeniería de Sistemas y Computación,ACTIVE,2018-02-12,2024-12-10
349,272,1,150819,Ingeniería de Sistemas y Computación,ACTIVE,2011-03-26,2017-08-13
350,273,1,243348,Ingeniería de Sistemas y Computación,ACTIVE,2016-11-02,2021-06-16
351,274,1,288112,Ingeniería de Sistemas y Computación,ACTIVE,2012-08-05,2017-07-09
352,275,1,149695,Ingeniería de Sistemas y Computación,ACTIVE,2008-06-07,2015-09-29
353,275,1,270996,Ingeniería de Sistemas y Computación,ACTIVE,2020-08-15,2024-09-14
354,276,1,263923,Ingeniería de Sistemas y Computación,ACTIVE,2008-01-13,2013-05-09
355,277,1,161037,Ingeniería de Sistemas y Computación,ACTIVE,2014-09-25,2018-10-25
356,278,1,478219,Ingeniería de Sistemas y Computación,ACTIVE,2009-07-09,2015-09-10
357,278,1,39135,Ingeniería de Sistemas y Computación,ACTIVE,2017-02-07,2023-12-11
358,279,1,343480,Ingeniería de Sistemas y Computación,ACTIVE,2011-10-27,2015-06-30
359,280,1,31639,Ingeniería de Sistemas y Computación,ACTIVE,2015-01-16,2019-06-27
360,281,1,333977,Ingeniería de Sistemas y Computación,ACTIVE,2017-03-25,2021-12-20
361,282,1,220931,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-08,2019-05-12
362,282,1,221530,Ingeniería de Sistemas y Computación,ACTIVE,2011-12-15,2017-04-20
363,283,1,420808,Ingeniería de Sistemas y Computación,ACTIVE,2011-03-05,2017-01-13
364,284,1,17452,Ingeniería de Sistemas y Computación,ACTIVE,2008-01-17,2014-04-22
365,285,1,16043,Ingeniería de Sistemas y Computación,ACTIVE,2020-02-06,2024-04-02
366,286,1,357485,Ingeniería de Sistemas y Computación,ACTIVE,2017-02-04,2022-10-27
367,287,1,53624,Ingeniería de Sistemas y Computación,ACTIVE,2022-11-09,2027-08-21
368,288,1,187514,Ingeniería de Sistemas y Computación,ACTIVE,2022-05-27,2027-04-23
369,288,1,97811,Ingeniería de Sistemas y Computación,ACTIVE,2008-10-04,2015-08-24
370,289,2,27417,Ingeniería Electrónica,INACTIVE,2019-08-06,2025-08-03
371,289,1,35309,Ingeniería de Sistemas y Computación,ACTIVE,2019-05-13,2025-05-18
372,290,1,423076,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-08,2023-10-29
373,290,1,166123,Ingeniería de Sistemas y Computación,ACTIVE,2017-07-21,2021-07-13
374,291,2,17002,Ingeniería Electrónica,ACTIVE,2018-06-07,2023-01-13
375,292,1,295993,Ingeniería de Sistemas y Computación,ACTIVE,2009-09-21,2015-08-27
376,292,1,444230,Ingeniería de Sistemas y Computación,ACTIVE,2019-09-01,2025-06-04
377,293,1,78788,Ingeniería de Sistemas y Computación,ACTIVE,2008-05-12,2015-02-26
378,294,1,427046,Ingeniería de Sistemas y Computación,ACTIVE,2013-12-25,2018-09-23
379,295,2,35511,Ingeniería Electrónica,ACTIVE,2023-01-06,2030-10-27
380,296,3,390490,Ingeniería Mecatrónica,ACTIVE,2017-05-03,2024-12-03
381,297,1,367446,Ingeniería de Sistemas y Computación,ACTIVE,2011-02-05,2016-06-27
382,298,3,489551,Ingeniería Mecatrónica,ACTIVE,2008-07-13,2014-04-29
383,298,1,122295,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-20,2022-07-06
384,299,1,225929,Ingeniería de Sistemas y Computación,ACTIVE,2022-06-17,2027-04-17
385,299,1,441534,Ingeniería de Sistemas y Computación,ACTIVE,2012-03-13,2019-03-01
386,300,1,389733,Ingeniería de Sistemas y Computación,ACTIVE,2014-10-18,2019-12-28
387,301,1,360980,Ingeniería de Sistemas y Computación,ACTIVE,2010-10-11,2016-10-19
388,302,1,338021,Ingeniería de Sistemas y Computación,ACTIVE,2021-11-21,2027-05-12
389,303,1,88576,Ingeniería de Sistemas y Computación,ACTIVE,2020-07-28,2024-04-10
390,304,2,492474,Ingeniería Electrónica,ACTIVE,2019-04-30,2024-07-21
391,305,2,192969,Ingeniería Electrónica,ACTIVE,2023-01-23,2028-09-30
392,305,1,269393,Ingeniería de Sistemas y Computación,ACTIVE,2012-07-12,2016-11-08
393,305,1,308579,Ingeniería de Sistemas y Computación,ACTIVE,2008-10-25,2015-12-23
394,306,3,267717,Ingeniería Mecatrónica,ACTIVE,2009-09-24,2015-05-18
395,307,1,422681,Ingeniería de Sistemas y Computación,ACTIVE,2011-10-11,2018-02-06
396,308,1,84507,Ingeniería de Sistemas y Computación,ACTIVE,2015-06-06,2022-11-07
397,309,1,443924,Ingeniería de Sistemas y Computación,ACTIVE,2021-03-03,2028-06-01
398,310,1,392346,Ingeniería de Sistemas y Computación,ACTIVE,2012-02-13,2016-06-22
399,311,2,278405,Ingeniería Electrónica,ACTIVE,2010-07-23,2016-11-14
400,312,1,266058,Ingeniería de Sistemas y Computación,ACTIVE,2011-12-10,2018-08-21
401,313,1,370624,Ingeniería de Sistemas y Computación,ACTIVE,2010-05-30,2017-09-14
402,314,1,143877,Ingeniería de Sistemas y Computación,ACTIVE,2017-03-29,2024-09-28
403,315,1,320448,Ingeniería de Sistemas y Computación,ACTIVE,2008-05-04,2014-12-26
404,316,3,242742,Ingeniería Mecatrónica,ACTIVE,2010-12-18,2015-11-06
405,317,1,332953,Ingeniería de Sistemas y Computación,ACTIVE,2011-07-10,2018-09-03
406,317,1,260239,Ingeniería de Sistemas y Computación,ACTIVE,2022-08-03,2026-01-11
407,318,1,406188,Ingeniería de Sistemas y Computación,ACTIVE,2012-02-15,2019-01-19
408,319,1,162786,Ingeniería de Sistemas y Computación,ACTIVE,2023-03-10,2029-06-27
409,319,2,382485,Ingeniería Electrónica,ACTIVE,2013-11-29,2017-04-04
410,320,1,469142,Ingeniería de Sistemas y Computación,ACTIVE,2012-07-04,2019-03-15
411,321,1,109316,Ingeniería de Sistemas y Computación,ACTIVE,2008-01-14,2014-03-10
412,322,1,212620,Ingeniería de Sistemas y Computación,ACTIVE,2021-10-26,2026-03-14
413,323,1,358695,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-21,2022-09-28
414,324,1,313805,Ingeniería de Sistemas y Computación,ACTIVE,2008-03-31,2014-07-15
415,325,1,47227,Ingeniería de Sistemas y Computación,ACTIVE,2012-01-11,2019-11-07
416,325,1,258389,Ingeniería de Sistemas y Computación,INACTIVE,2019-03-03,2026-10-13
417,326,1,312019,Ingeniería de Sistemas y Computación,ACTIVE,2017-10-31,2023-06-04
418,327,1,377123,Ingeniería de Sistemas y Computación,ACTIVE,2020-10-29,2024-12-19
419,328,1,130021,Ingeniería de Sistemas y Computación,ACTIVE,2011-08-17,2016-10-21
420,329,1,438201,Ingeniería de Sistemas y Computación,ACTIVE,2014-04-16,2021-04-27
421,330,1,100578,Ingeniería de Sistemas y Computación,INACTIVE,2022-09-04,2027-04-12
422,331,1,37448,Ingeniería de Sistemas y Computación,ACTIVE,2015-03-14,2022-10-21
423,332,1,166580,Ingeniería de Sistemas y Computación,ACTIVE,2013-03-15,2019-04-04
424,333,1,441386,Ingeniería de Sistemas y Computación,ACTIVE,2020-08-30,2025-10-12
425,334,1,450678,Ingeniería de Sistemas y Computación,ACTIVE,2012-03-10,2017-07-06
426,334,1,201059,Ingeniería de Sistemas y Computación,INACTIVE,2018-03-20,
427,335,2,440869,Ingeniería Electrónica,ACTIVE,2013-10-12,2018-05-26
428,336,1,351817,Ingeniería de Sistemas y Computación,ACTIVE,2010-12-07,2017-11-01
429,337,3,58278,Ingeniería Mecatrónica,ACTIVE,2021-06-16,2028-10-04
430,338,1,409210,Ingeniería de Sistemas y Computación,ACTIVE,2022-03-24,2027-10-20
431,339,1,26284,Ingeniería de Sistemas y Computación,ACTIVE,2017-02-25,2021-01-10
432,340,1,227403,Ingeniería de Sistemas y Computación,ACTIVE,2017-12-14,2023-08-10
433,341,3,343168,Ingeniería Mecatrónica,ACTIVE,2009-01-24,2014-11-06
434,341,1,449753,Ingeniería de Sistemas y Computación,ACTIVE,2014-06-14,2021-07-06
435,342,1,268471,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-09,2022-09-08
436,342,2,188338,Ingeniería Electrónica,ACTIVE,2009-03-22,2016-04-11
437,343,1,100598,Ingeniería de Sistemas y Computación,INACTIVE,2016-11-03,2021-06-06
438,344,1,475024,Ingeniería de Sistemas y Computación,ACTIVE,2010-06-12,2017-07-07
439,345,1,294346,Ingeniería de Sistemas y Computación,ACTIVE,2022-04-09,2029-04-02
440,346,1,488483,Ingeniería de Sistemas y Computación,ACTIVE,2012-03-04,2016-07-19
441,346,1,67249,Ingeniería de Sistemas y Computación,INACTIVE,2022-07-06,2029-05-06
442,347,1,103274,Ingeniería de Sistemas y Computación,ACTIVE,2013-07-18,2017-08-05
443,348,2,89251,Ingeniería Electrónica,ACTIVE,2009-05-28,2016-12-30
444,348,1,397383,Ingeniería de Sistemas y Computación,ACTIVE,2014-04-16,2020-04-03
445,348,1,348308,Ingeniería de Sistemas y Computación,ACTIVE,2016-04-19,2021-06-10
446,349,1,379361,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-12,2013-10-27
447,350,1,422537,Ingeniería de Sistemas y Computación,ACTIVE,2013-11-28,2020-02-15
448,351,1,309197,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-19,2022-03-26
449,352,1,361466,Ingeniería de Sistemas y Computación,ACTIVE,2009-04-17,2016-06-02
450,353,3,327627,Ingeniería Mecatrónica,ACTIVE,2011-02-24,2016-03-03
451,354,1,167346,Ingeniería de Sistemas y Computación,ACTIVE,2009-12-07,2016-08-14
452,355,3,403342,Ingeniería Mecatrónica,ACTIVE,2021-10-14,2026-03-20
453,356,1,382990,Ingeniería de Sistemas y Computación,ACTIVE,2008-09-14,2013-12-10
454,357,1,96255,Ingeniería de Sistemas y Computación,ACTIVE,2021-04-27,2025-05-24
455,357,1,28903,Ingeniería de Sistemas y Computación,ACTIVE,2020-04-28,2027-03-03
456,358,2,160546,Ingeniería Electrónica,ACTIVE,2011-08-05,2018-10-16
457,359,2,284234,Ingeniería Electrónica,ACTIVE,2017-05-15,2021-02-07
458,360,1,485412,Ingeniería de Sistemas y Computación,ACTIVE,2021-12-25,2027-05-15
459,361,1,32078,Ingeniería de Sistemas y Computación,ACTIVE,2014-02-05,2020-04-23
460,361,1,14952,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-05,2022-03-15
461,362,1,492182,Ingeniería de Sistemas y Computación,ACTIVE,2013-09-10,2018-10-26
462,363,1,206712,Ingeniería de Sistemas y Computación,ACTIVE,2017-05-27,2022-09-30
463,364,1,330013,Ingeniería de Sistemas y Computación,ACTIVE,2012-03-30,2018-03-29
464,365,1,256988,Ingeniería de Sistemas y Computación,ACTIVE,2014-12-30,2019-09-17
465,366,3,171149,Ingeniería Mecatrónica,ACTIVE,2013-04-26,2019-10-04
466,367,2,225273,Ingeniería Electrónica,INACTIVE,2009-11-30,2016-12-04
467,368,1,303889,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-21,2020-03-08
468,368,1,290076,Ingeniería de Sistemas y Computación,ACTIVE,2016-06-23,2021-10-31
469,369,1,70360,Ingeniería de Sistemas y Computación,ACTIVE,2023-01-22,2028-05-13
470,370,1,110530,Ingeniería de Sistemas y Computación,ACTIVE,2023-03-05,2028-03-30
471,371,1,239187,Ingeniería de Sistemas y Computación,ACTIVE,2014-03-01,2019-06-11
472,372,1,108127,Ingeniería de Sistemas y Computación,ACTIVE,2011-11-10,2018-08-17
473,373,1,209591,Ingeniería de Sistemas y Computación,ACTIVE,2009-01-09,2015-01-06
474,374,1,357043,Ingeniería de Sistemas y Computación,ACTIVE,2011-08-15,2017-11-02
475,375,1,393279,Ingeniería de Sistemas y Computación,ACTIVE,2020-07-10,2026-07-08
476,376,1,236414,Ingeniería de Sistemas y Computación,INACTIVE,2021-08-06,2027-12-23
477,377,1,116521,Ingeniería de Sistemas y Computación,ACTIVE,2021-10-04,2026-11-08
478,378,1,250929,Ingeniería de Sistemas y Computación,ACTIVE,2022-09-07,2028-07-08
479,379,1,25026,Ingeniería de Sistemas y Computación,ACTIVE,2011-12-08,2015-01-25
480,380,1,35626,Ingeniería de Sistemas y Computación,ACTIVE,2014-07-26,2020-05-07
481,381,1,121509,Ingeniería de Sistemas y Computación,INACTIVE,2020-09-05,2024-12-24
482,382,3,405800,Ingeniería Mecatrónica,ACTIVE,2019-10-23,2026-03-22
483,383,2,66808,Ingeniería Electrónica,ACTIVE,2008-02-04,2014-12-28
484,384,1,53603,Ingeniería de Sistemas y Computación,ACTIVE,2013-01-11,2020-07-17
485,385,2,166931,Ingeniería Electrónica,ACTIVE,2014-12-16,2019-04-05
486,386,1,230916,Ingeniería de Sistemas y Computación,ACTIVE,2010-04-02,2017-07-21
487,386,1,426961,Ingeniería de Sistemas y Computación,ACTIVE,2010-10-23,2015-02-03
488,387,1,406619,Ingeniería de Sistemas y Computación,INACTIVE,2011-09-25,2016-01-24
489,388,1,493016,Ingeniería de Sistemas y Computación,ACTIVE,2019-11-26,2024-02-14
490,388,1,60936,Ingeniería de Sistemas y Computación,ACTIVE,2015-02-07,2020-11-02
491,389,2,20067,Ingeniería Electrónica,ACTIVE,2018-01-18,2022-09-28
492,389,1,90438,Ingeniería de Sistemas y Computación,ACTIVE,2015-12-04,2019-03-02
493,390,3,117433,Ingeniería Mecatrónica,INACTIVE,2022-05-09,2028-04-23
494,390,2,170794,Ingeniería Electrónica,ACTIVE,2015-04-26,2020-10-25
495,391,1,335428,Ingeniería de Sistemas y Computación,ACTIVE,2013-11-12,2018-06-21
496,392,1,87885,Ingeniería de Sistemas y Computación,ACTIVE,2008-06-03,2013-07-01
497,393,1,35625,Ingeniería de Sistemas y Computación,INACTIVE,2018-01-24,2025-01-25
498,394,1,103306,Ingeniería de Sistemas y Computación,ACTIVE,2016-04-28,2022-05-04
499,395,1,268270,Ingeniería de Sistemas y Computación,ACTIVE,2014-01-01,2020-01-12
500,396,1,499847,Ingeniería de Sistemas y Computación,ACTIVE,2012-06-08,2019-01-10
501,396,1,141163,Ingeniería de Sistemas y Computación,ACTIVE,2021-09-04,2028-06-08
502,397,1,282180,Ingeniería de Sistemas y Computación,ACTIVE,2015-11-14,2020-03-31
503,397,1,359686,Ingeniería de Sistemas y Computación,INACTIVE,2011-06-08,2017-12-16
504,398,1,107081,Ingeniería de Sistemas y Computación,ACTIVE,2012-07-09,2016-06-04
505,399,1,76377,Ingeniería de Sistemas y Computación,ACTIVE,2022-03-21,2029-07-15
506,400,1,488864,Ingeniería de Sistemas y Computación,ACTIVE,2017-03-15,2024-10-20
507,401,1,79079,Ingeniería de Sistemas y Computación,ACTIVE,2015-04-13,2020-06-20
508,401,1,232293,Ingeniería de Sistemas y Computación,ACTIVE,2014-05-19,2018-01-22
509,402,1,365320,Ingeniería de Sistemas y Computación,ACTIVE,2018-11-15,2025-07-20
510,403,1,296006,Ingeniería de Sistemas y Computación,ACTIVE,2010-10-11,2015-02-10
511,404,1,175886,Ingeniería de Sistemas y Computación,ACTIVE,2019-08-02,2024-02-15
512,405,1,444498,Ingeniería de Sistemas y Computación,ACTIVE,2021-06-13,2026-02-24
513,406,1,85979,Ingeniería de Sistemas y Computación,ACTIVE,2019-03-17,2026-02-13
514,407,1,375267,Ingeniería de Sistemas y Computación,ACTIVE,2013-12-30,2019-02-03
515,407,1,362241,Ingeniería de Sistemas y Computación,ACTIVE,2009-11-22,2013-09-22
516,408,1,286674,Ingeniería de Sistemas y Computación,ACTIVE,2015-10-06,2020-04-17
517,409,1,333500,Ingeniería de Sistemas y Computación,ACTIVE,2008-10-11,2015-11-09
518,410,1,164271,Ingeniería de Sistemas y Computación,ACTIVE,2019-07-07,2024-10-30
519,410,1,193979,Ingeniería de Sistemas y Computación,ACTIVE,2016-12-02,2020-11-27
520,411,1,442124,Ingeniería de Sistemas y Computación,ACTIVE,2011-05-24,2015-12-26
521,412,1,376733,Ingeniería de Sistemas y Computación,INACTIVE,2020-05-28,
522,413,2,189948,Ingeniería Electrónica,ACTIVE,2008-05-23,2015-08-22
523,413,2,492664,Ingeniería Electrónica,ACTIVE,2017-03-15,2024-10-26
524,414,1,153486,Ingeniería de Sistemas y Computación,ACTIVE,2022-03-17,2028-02-12
525,414,1,202608,Ingeniería de Sistemas y Computación,ACTIVE,2018-06-19,2022-08-15
526,414,1,409552,Ingeniería de Sistemas y Computación,ACTIVE,2022-06-20,2029-04-27
527,415,1,382776,Ingeniería de Sistemas y Computación,ACTIVE,2011-05-19,2018-01-07
528,416,1,433969,Ingeniería de Sistemas y Computación,ACTIVE,2011-09-22,2018-04-06
529,417,1,301364,Ingeniería de Sistemas y Computación,ACTIVE,2018-01-08,2023-05-01
530,418,1,455044,Ingeniería de Sistemas y Computación,ACTIVE,2022-03-28,2026-03-29
531,419,1,359489,Ingeniería de Sistemas y Computación,ACTIVE,2011-10-27,2017-05-12
532,420,1,295704,Ingeniería de Sistemas y Computación,ACTIVE,2023-01-26,2029-11-29
533,421,1,240064,Ingeniería de Sistemas y Computación,ACTIVE,2022-07-02,2027-04-03
534,422,1,217093,Ingeniería de Sistemas y Computación,ACTIVE,2011-08-19,2017-05-27
535,422,1,284667,Ingeniería de Sistemas y Computación,ACTIVE,2012-08-11,2018-11-12
536,423,1,85173,Ingeniería de Sistemas y Computación,ACTIVE,2016-03-31,2020-02-21
537,424,1,242907,Ingeniería de Sistemas y Computación,ACTIVE,2017-10-25,2024-10-23
538,425,1,309535,Ingeniería de Sistemas y Computación,ACTIVE,2016-02-26,2020-05-28
539,426,1,270819,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-07,2014-06-16
540,427,1,16453,Ingeniería de Sistemas y Computación,ACTIVE,2017-01-26,2023-08-03
541,427,1,81581,Ingeniería de Sistemas y Computación,ACTIVE,2011-09-28,2016-03-25
542,427,1,420574,Ingeniería de Sistemas y Computación,ACTIVE,2010-05-11,2016-01-04
543,428,1,13277,Ingeniería de Sistemas y Computación,ACTIVE,2010-10-16,2014-10-14
544,429,1,130998,Ingeniería de Sistemas y Computación,ACTIVE,2019-01-28,2024-06-02
545,430,1,403985,Ingeniería de Sistemas y Computación,ACTIVE,2019-03-25,2023-02-13
546,431,1,127157,Ingeniería de Sistemas y Computación,ACTIVE,2015-05-02,2022-09-12
547,432,1,265511,Ingeniería de Sistemas y Computación,ACTIVE,2019-11-09,2023-08-24
548,433,1,233230,Ingeniería de Sistemas y Computación,ACTIVE,2016-03-12,2022-10-06
549,434,1,378274,Ingeniería de Sistemas y Computación,ACTIVE,2015-09-10,2022-08-01
550,434,1,21921,Ingeniería de Sistemas y Computación,ACTIVE,2009-04-01,2015-12-02
551,435,1,149552,Ingeniería de Sistemas y Computación,INACTIVE,2008-05-15,2014-02-25
552,436,1,351343,Ingeniería de Sistemas y Computación,ACTIVE,2009-05-21,2015-03-19
553,437,1,435280,Ingeniería de Sistemas y Computación,ACTIVE,2016-09-29,2020-04-11
554,437,1,98572,Ingeniería de Sistemas y Computación,ACTIVE,2013-08-21,2018-10-27
555,438,1,333477,Ingeniería de Sistemas y Computación,ACTIVE,2018-02-20,2024-07-05
556,439,1,171595,Ingeniería de Sistemas y Computación,ACTIVE,2009-09-18,2014-07-01
557,440,1,437073,Ingeniería de Sistemas y Computación,ACTIVE,2017-08-02,2024-10-07
558,441,1,430973,Ingeniería de Sistemas y Computación,ACTIVE,2014-05-17,2018-12-08
559,442,1,192667,Ingeniería de Sistemas y Computación,ACTIVE,2020-01-26,2026-05-02
560,442,1,439328,Ingeniería de Sistemas y Computación,ACTIVE,2019-06-02,2025-06-18
561,443,1,235646,Ingeniería de Sistemas y Computación,INACTIVE,2012-11-25,2018-11-28
562,444,1,494936,Ingeniería de Sistemas y Computación,ACTIVE,2012-01-23,2016-02-29
563,444,3,491463,Ingeniería Mecatrónica,ACTIVE,2020-10-28,2027-10-23
564,445,1,70827,Ingeniería de Sistemas y Computación,ACTIVE,2012-01-16,2018-01-08
565,445,1,115455,Ingeniería de Sistemas y Computación,ACTIVE,2021-11-26,2026-01-10
566,445,1,38309,Ingeniería de Sistemas y Computación,ACTIVE,2008-02-16,2012-08-23
567,446,1,204688,Ingeniería de Sistemas y Computación,ACTIVE,2016-11-04,2022-06-22
568,447,1,310916,Ingeniería de Sistemas y Computación,ACTIVE,2016-06-01,2020-01-27
569,448,1,227483,Ingeniería de Sistemas y Computación,ACTIVE,2022-06-16,2029-12-30
570,448,1,52421,Ingeniería de Sistemas y Computación,ACTIVE,2010-07-13,2014-11-18
571,449,1,172152,Ingeniería de Sistemas y Computación,ACTIVE,2011-11-10,2016-11-20
572,450,1,86724,Ingeniería de Sistemas y Computación,ACTIVE,2022-12-25,2026-03-29
573,451,3,425775,Ingeniería Mecatrónica,ACTIVE,2011-05-04,2017-03-11
574,452,1,126998,Ingeniería de Sistemas y Computación,ACTIVE,2013-04-08,2018-01-23
575,453,1,106602,Ingeniería de Sistemas y Computación,ACTIVE,2014-09-23,2021-05-03
576,454,2,94782,Ingeniería Electrónica,ACTIVE,2018-07-15,2024-03-15
577,455,1,18007,Ingeniería de Sistemas y Computación,INACTIVE,2023-03-11,2028-08-24
578,456,1,186056,Ingeniería de Sistemas y Computación,ACTIVE,2015-01-13,2021-07-09
579,456,1,348309,Ingeniería de Sistemas y Computación,ACTIVE,2018-08-21,2023-02-14
580,456,1,243180,Ingeniería de Sistemas y Computación,ACTIVE,2018-10-23,2022-01-12
581,457,1,313832,Ingeniería de Sistemas y Computación,ACTIVE,2009-09-08,2016-01-19
582,458,1,30812,Ingeniería de Sistemas y Computación,ACTIVE,2008-04-27,2014-12-10
583,459,1,423647,Ingeniería de Sistemas y Computación,ACTIVE,2014-12-02,2019-07-04
584,460,1,442284,Ingeniería de Sistemas y Computación,ACTIVE,2017-03-16,2021-05-22
585,461,1,240835,Ingeniería de Sistemas y Computación,ACTIVE,2017-03-06,2023-08-04
586,462,2,89687,Ingeniería Electrónica,ACTIVE,2010-03-12,2017-11-30
587,463,1,489409,Ingeniería de Sistemas y Computación,INACTIVE,2014-11-22,
588,464,2,16057,Ingeniería Electrónica,ACTIVE,2022-12-17,2026-01-25
589,465,1,425246,Ingeniería de Sistemas y Computación,INACTIVE,2012-07-03,2017-06-09
590,466,1,453912,Ingeniería de Sistemas y Computación,ACTIVE,2018-12-15,2023-04-12
591,467,1,409673,Ingeniería de Sistemas y Computación,ACTIVE,2020-03-17,2027-05-12
592,468,1,464596,Ingeniería de Sistemas y Computación,ACTIVE,2010-06-10,2015-01-22
593,469,1,212109,Ingeniería de Sistemas y Computación,ACTIVE,2021-02-16,2026-05-22
594,469,1,201040,Ingeniería de Sistemas y Computación,INACTIVE,2009-12-22,2015-12-06
595,470,1,366412,Ingeniería de Sistemas y Computación,ACTIVE,2019-02-16,2024-11-05
596,471,1,497031,Ingeniería de Sistemas y Computación,ACTIVE,2021-07-25,2026-09-28
597,472,1,124337,Ingeniería de Sistemas y Computación,ACTIVE,2008-03-08,2013-01-10
598,472,1,366744,Ingeniería de Sistemas y Computación,INACTIVE,2021-03-26,2025-08-03
599,473,1,275626,Ingeniería de Sistemas y Computación,ACTIVE,2011-12-19,2018-08-26
600,474,1,498047,Ingeniería de Sistemas y Computación,ACTIVE,2008-03-28,2014-03-13
601,475,1,481226,Ingeniería de Sistemas y Computación,ACTIVE,2019-07-06,2026-01-09
602,476,1,430518,Ingeniería de Sistemas y Computación,ACTIVE,2018-05-20,2025-10-09
