group_id,group_number,semester,seats,professor_id,course_id
2870,1,2021-1,39,11,39
1983,2,2013-2,45,12,27
5257,3,2014-1,39,13,71
5451,1,2009-1,34,14,74
2578,2,2021-2,23,15,35
3590,2,2017-2,22,16,49
4136,1,2021-1,33,17,56
4366,3,2020-1,27,18,59
3289,4,2017-1,42,19,45
3490,2,2013-1,48,20,48
3111,1,2010-1,34,21,43
697,2,2012-2,20,22,10
5305,2,2022-2,25,23,71
3464,2,2008-1,45,24,48
2119,2,2012-1,32,25,29
572,4,2018-1,48,26,8
2796,2,2022-1,47,27,38
3346,1,2014-2,38,28,46
4274,2,2019-1,25,29,58
1447,1,2010-2,46,30,20
3309,2,2021-2,45,1,45
3065,1,2014-1,31,2,42
3674,2,2018-1,28,3,50
3769,1,2008-2,31,4,52
618,3,2012-2,32,5,9
5049,4,2019-2,44,6,68
646,2,2017-2,49,7,9
1704,2,2017-2,31,8,23
4339,3,2015-2,26,9,59
3123,2,2012-1,27,10,43
439,2,2019-1,33,11,6
77,2,2022-1,30,12,1
1344,1,2022-1,31,13,18
2127,2,2014-1,50,14,29
5564,1,2014-2,37,15,75
4406,3,2012-2,23,16,60
4219,2,2008-2,36,17,58
4878,1,2015-2,50,18,66
5421,1,2018-1,24,19,73
1393,1,2015-2,39,20,19
5195,1,2017-2,37,21,70
5745,1,2020-2,25,22,77
821,1,2009-2,24,23,12
1186,1,2008-1,24,24,17
4848,3,2008-2,26,25,66
2230,1,2019-2,49,26,30
4945,1,2014-1,31,27,67
1587,3,2008-2,27,28,22
741,2,2008-1,35,29,11
5493,2,2016-2,29,30,74
3329,2,2011-1,41,1,46
4880,3,2015-2,50,2,66
3379,4,2021-2,21,3,46
2390,1,2010-1,27,4,33
2616,2,2015-1,28,5,36
2694,3,2017-1,39,6,37
5652,4,2017-1,30,7,76
5086,3,2011-2,25,8,69
862,3,2017-2,39,9,12
2940,4,2017-2,23,10,40
2016,1,2019-2,50,11,27
5660,2,2019-1,21,12,76
3525,3,2019-2,26,13,48
3854,3,2009-2,21,14,53
1633,1,2017-1,28,15,22
937,3,2018-1,36,16,13
5521,2,2022-1,29,17,74
447,4,2020-2,40,18,6
1253,2,2019-2,20,19,17
5295,2,2021-1,46,20,71
1316,2,2015-1,50,21,18
3448,2,2019-2,37,22,47
1368,1,2012-1,43,23,19
3837,2,2021-1,44,24,52
2203,1,2013-2,39,25,30
3707,1,2010-2,39,26,51
3285,3,2016-2,31,27,45
1125,2,2009-2,23,28,16
280,3,2019-1,41,29,4
1469,4,2016-1,26,30,20
1856,1,2017-2,38,1,25
1028,1,2022-1,31,2,14
1234,1,2016-2,23,3,17
2986,3,2012-2,20,4,41
971,2,2010-2,20,5,14
3799,1,2014-1,40,6,52
1097,1,2020-1,45,7,15
2646,2,2021-2,44,8,36
5133,1,2020-1,31,9,69
5470,3,2012-2,36,10,74
3135,4,2013-2,50,11,43
5379,1,2009-2,42,12,73
1225,2,2014-2,25,13,17
2352,1,2014-2,35,14,32
2806,2,2009-1,26,15,39
2152,2,2019-1,48,16,29
771,2,2014-2,22,17,11
5707,4,2013-2,36,18,77
1354,2,2009-1,48,19,19
2286,1,2016-1,46,20,31
693,2,2011-2,48,21,10
2534,2,2012-1,39,22,35
3666,3,2016-2,40,23,50
3393,1,2009-2,46,24,47
2692,1,2017-1,40,25,37
1194,2,2009-1,38,26,17
2767,3,2015-2,24,27,38
3143,1,2015-2,50,28,43
1586,2,2008-2,46,29,22
1870,3,2020-2,33,30,25
4759,2,2019-1,33,1,64
1933,3,2020-1,29,2,26
3829,4,2019-1,43,3,52
5105,4,2014-1,29,4,69
3524,2,2019-2,35,5,48
5590,1,2018-2,25,6,75
5735,4,2018-2,43,7,77
2977,2,2010-1,28,8,41
3146,1,2016-1,28,9,43
3099,4,2021-2,49,10,42
2833,2,2015-1,28,11,39
2908,3,2013-1,49,12,40
2508,2,2021-1,28,13,34
4180,2,2014-2,39,14,57
3227,3,2018-2,20,15,44
3511,2,2016-2,45,16,48
3800,2,2014-1,28,17,52
4122,1,2018-1,35,18,56
4491,1,2013-2,38,19,61
4770,2,2022-1,49,20,64
2822,3,2012-2,44,21,39
432,3,2018-1,23,22,6
1487,2,2019-2,29,23,20
871,1,2019-2,31,24,12
3137,2,2014-1,22,25,43
2374,1,2020-2,39,26,32
1501,2,2022-1,33,27,20
1275,1,2008-2,24,28,18
3024,2,2020-2,30,29,41
1754,3,2012-2,24,30,24
227,1,2008-2,46,1,4
316,4,2010-2,42,2,5
2867,4,2020-1,46,3,39
333,4,2014-1,37,4,5
4743,2,2017-1,50,5,64
258,2,2015-1,24,6,4
1432,3,2008-1,46,7,20
972,1,2011-1,23,8,14
5002,1,2011-2,27,9,68
202,1,2017-2,26,10,3
2487,3,2016-2,23,11,34
1657,3,2022-1,28,12,22
777,1,2016-1,37,13,11
4334,1,2015-1,28,14,59
1897,1,2012-1,23,15,26
716,1,2017-1,34,16,10
5272,1,2017-1,20,17,71
5147,1,2022-2,43,18,69
164,1,2008-2,31,19,3
5289,1,2020-1,48,20,71
4764,1,2020-2,45,21,64
2606,2,2012-2,32,22,36
2358,4,2015-2,20,23,32
5164,1,2012-1,25,24,70
1414,1,2020-2,27,25,19
1496,2,2021-1,43,26,20
267,1,2017-2,48,27,4
1602,1,2011-2,27,28,22
5681,2,2008-2,35,29,77
3256,1,2010-1,22,30,45
1618,1,2015-1,21,1,22
949,2,2020-2,45,2,13
2290,1,2016-2,39,3,31
4130,2,2019-2,30,4,56
5236,1,2010-2,41,5,71
2970,3,2008-2,25,6,41
1569,1,2019-2,21,7,21
3191,1,2010-2,25,8,44
2517,3,2008-1,48,9,35
283,2,2019-2,30,10,4
4611,1,2022-1,48,11,62
5068,2,2008-2,28,12,69
3912,2,2020-2,42,13,53
3460,2,2022-1,23,14,47
3927,2,2008-2,49,15,54
2666,2,2011-2,28,16,37
5437,2,2021-1,25,17,73
3260,2,2011-1,38,18,45
4323,2,2012-2,37,19,59
1262,2,2021-1,24,20,17
3723,2,2013-1,31,21,51
3749,2,2018-2,41,22,51
3181,2,2008-2,32,23,44
1483,1,2019-1,48,24,20
4749,4,2017-2,20,25,64
5268,1,2016-1,33,26,71
4089,1,2012-1,35,27,56
2362,1,2017-1,43,28,32
4714,1,2012-1,48,29,64
5253,3,2013-2,22,30,71
876,2,2020-2,22,1,12
2818,1,2012-1,20,2,39
4006,1,2008-1,49,3,55
4474,4,2010-1,49,4,61
4273,1,2019-1,28,5,58
4812,1,2017-1,21,6,65
5350,3,2016-1,31,7,72
706,1,2014-2,33,8,10
584,1,2021-2,42,9,8
1498,4,2021-1,22,10,20
499,2,2016-2,31,11,7
5363,1,2020-2,31,12,72
4616,2,2022-2,49,13,62
1381,2,2013-2,23,14,19
4849,4,2008-2,22,15,66
1428,3,2022-2,41,16,19
1402,2,2018-1,33,17,19
291,1,2021-1,45,18,4
5557,4,2013-1,33,19,75
2906,1,2013-1,40,20,40
1160,3,2016-2,26,21,16
4405,2,2012-2,41,22,60
4113,2,2016-1,30,23,56
2510,1,2021-2,23,24,34
4640,3,2012-2,35,25,63
3486,1,2012-2,30,26,48
2649,1,2022-2,46,27,36
4320,3,2012-1,32,28,59
2480,3,2015-1,43,29,34
2319,1,2008-2,45,30,32
4983,1,2022-1,25,1,67
3754,1,2019-2,50,2,51
3815,2,2016-2,42,3,52
2360,1,2016-2,29,4,32
2887,3,2009-2,24,5,40
3559,3,2010-2,33,6,49
3384,1,2008-1,22,7,47
4514,4,2018-2,22,8,61
5138,1,2021-1,36,9,69
844,3,2014-2,42,10,12
4285,2,2021-1,30,11,58
4707,2,2011-1,47,12,64
4432,3,2017-1,45,13,60
866,1,2018-2,22,14,12
271,1,2018-1,26,15,4
3140,2,2015-1,25,16,43
3390,2,2009-1,34,17,47
4728,1,2015-1,39,18,64
3281,1,2016-1,39,19,45
343,4,2015-2,40,20,5
4464,2,2008-2,28,21,61
106,2,2011-1,25,22,2
4553,1,2011-1,20,23,62
4338,2,2015-2,21,24,59
1824,2,2011-1,41,25,25
2719,1,2021-2,40,26,37
577,1,2020-1,26,27,8
3353,1,2015-2,46,28,46
1068,3,2014-2,29,29,15
530,3,2009-1,29,30,8
1702,3,2017-1,40,1,23
1677,3,2011-2,25,2,23
4157,4,2009-2,21,3,57
580,2,2020-2,27,4,8
558,2,2015-2,32,5,8
2663,1,2011-1,28,6,37
4129,1,2019-2,32,7,56
4317,3,2011-2,32,8,59
4149,3,2008-2,31,9,57
840,1,2014-1,37,10,12
2245,3,2022-2,42,11,30
4573,3,2015-2,25,12,62
5005,1,2012-1,33,13,68
5062,1,2022-1,23,14,68
498,1,2016-2,32,15,7
1712,2,2019-1,40,16,23
1238,2,2017-1,38,17,17
2750,1,2012-1,24,18,38
4084,1,2011-1,46,19,56
3043,2,2010-1,30,20,42
2009,2,2018-2,49,21,27
1701,2,2017-1,36,22,23
1840,2,2014-2,21,23,25
532,1,2009-2,50,24,8
5612,2,2022-2,49,25,75
231,2,2009-1,36,26,4
1904,3,2013-2,30,27,26
4183,1,2015-2,50,28,57
1082,2,2017-1,20,29,15
4397,1,2011-2,45,30,60
1622,1,2015-2,41,1,22
5045,3,2019-1,50,2,68
3431,2,2016-1,21,3,47
3834,3,2020-2,39,4,52
2173,1,2022-2,46,5,29
975,1,2011-2,43,6,14
1534,2,2012-2,30,7,21
2838,3,2015-2,24,8,39
2955,4,2020-1,24,9,40
1306,4,2013-1,38,10,18
2350,3,2014-1,23,11,32
4782,2,2009-2,34,12,65
2001,2,2017-1,25,13,27
2315,1,2022-1,39,14,31
5048,3,2019-2,35,15,68
849,1,2015-2,42,16,12
125,1,2015-2,24,17,2
1682,1,2012-2,24,18,23
4480,3,2011-2,37,19,61
749,1,2010-2,43,20,11
3731,2,2014-1,50,21,51
4997,1,2010-2,44,22,68
3631,1,2011-2,29,23,50
662,2,2021-1,24,24,9
306,2,2009-1,48,25,5
4495,2,2014-2,22,26,61
893,2,2010-1,39,27,13
5196,2,2017-2,43,28,70
1050,3,2011-1,40,29,15
7,3,2008-2,49,30,1
4211,3,2021-2,36,1,57
2761,3,2014-1,41,2,38
1109,2,2022-2,31,3,15
69,1,2020-1,22,4,1
1304,2,2013-1,27,5,18
4369,3,2020-2,27,6,59
5364,1,2021-1,33,7,72
4137,2,2021-1,44,8,56
4016,1,2011-2,44,9,55
4116,2,2017-1,33,10,56
4423,1,2015-2,22,11,60
3797,1,2013-2,32,12,52
1057,3,2012-2,43,13,15
2509,3,2021-1,20,14,34
2482,2,2015-2,43,15,34
3909,3,2020-1,31,16,53
3960,1,2014-2,22,17,54
2896,1,2011-2,34,18,40
1031,1,2022-2,34,19,14
4528,1,2021-1,50,20,61
5339,1,2014-1,44,21,72
3441,3,2018-1,30,22,47
147,3,2020-1,44,23,2
3718,1,2012-1,34,24,51
4751,2,2018-1,43,25,64
1108,1,2022-2,44,26,15
3359,4,2017-1,25,27,46
1803,1,2022-1,36,28,24
859,3,2017-1,21,29,12
5331,2,2012-2,46,30,72
1563,1,2018-1,42,1,21
482,1,2012-1,46,2,7
1229,1,2015-2,26,3,17
41,1,2015-1,31,4,1
4552,2,2010-2,33,5,62
226,2,2008-1,50,6,4
1100,2,2020-2,42,7,15
4160,1,2010-2,25,8,57
1231,1,2016-1,27,9,17
4564,1,2014-1,25,10,62
3719,2,2012-1,22,11,51
2426,2,2018-1,49,12,33
4895,1,2019-2,47,13,66
1266,2,2021-2,30,14,17
1671,3,2010-1,29,15,23
5329,2,2012-1,34,16,72
974,3,2011-1,23,17,14
5580,1,2017-1,50,18,75
4484,1,2012-2,31,19,61
2648,2,2022-1,30,20,36
5039,2,2018-1,45,21,68
2923,2,2015-1,36,22,40
1858,1,2018-1,47,23,25
5556,3,2013-1,34,24,75
126,2,2015-2,36,25,2
2267,2,2011-2,38,26,31
325,1,2013-1,39,27,5
2421,4,2016-2,29,28,33
5072,2,2009-1,36,29,69
5607,1,2021-2,42,30,75
3481,1,2011-2,24,1,48
2949,3,2019-1,35,2,40
3249,3,2008-2,49,3,45
4965,3,2018-1,32,4,67
5653,1,2017-2,38,5,76
1937,3,2020-2,24,6,26
1846,2,2015-2,45,7,25
3311,2,2022-1,46,8,45
800,3,2020-1,21,9,11
2486,2,2016-2,39,10,34
4546,3,2009-2,38,11,62
2214,1,2016-1,24,12,30
3978,2,2017-2,43,13,54
298,1,2022-1,43,14,4
1638,3,2018-1,42,15,22
4140,3,2021-2,41,16,56
3119,1,2011-1,30,17,43
5533,2,2009-1,45,18,75
3562,3,2011-1,36,19,49
252,1,2014-1,41,20,4
4590,4,2018-2,35,21,62
2257,2,2010-1,50,22,31
1820,1,2010-2,46,23,25
4574,1,2016-1,21,24,62
837,1,2013-1,40,25,12
3725,4,2013-1,35,26,51
703,2,2014-1,29,27,10
4105,1,2015-1,25,28,56
3691,2,2022-1,50,29,50
1239,3,2017-1,22,30,17
2000,1,2017-1,35,1,27
2862,3,2019-2,37,2,39
5558,1,2013-2,46,3,75
3313,2,2022-2,34,4,45
2865,2,2020-1,22,5,39
2099,2,2022-2,27,6,28
2718,3,2021-1,28,7,37
4371,1,2021-1,38,8,59
519,1,2021-1,39,9,7
555,1,2015-1,42,10,8
5255,1,2014-1,46,11,71
3877,3,2013-2,40,12,53
118,4,2014-1,30,13,2
4172,3,2012-2,33,14,57
1098,2,2020-1,33,15,15
5390,2,2011-2,35,16,73
5141,4,2021-1,49,17,69
1582,3,2022-1,30,18,21
790,2,2018-2,21,19,11
4234,1,2010-2,39,20,58
1047,2,2010-2,31,21,15
2225,1,2018-2,23,22,30
674,2,2008-1,32,23,10
441,1,2020-1,27,24,6
2899,1,2012-1,49,25,40
1,1,2008-1,33,26,1
2423,1,2017-2,43,27,33
2892,1,2011-1,47,28,40
2944,4,2018-1,50,29,40
794,1,2019-2,33,30,11
1574,2,2020-2,46,1,21
1734,2,2008-2,45,2,24
5203,2,2019-1,36,3,70
4693,3,2008-2,21,4,64
2947,1,2019-1,22,5,40
1957,3,2009-1,42,6,27
1136,3,2011-1,47,7,16
3442,4,2018-1,26,8,47
2841,1,2016-2,29,9,39
4341,1,2016-1,22,10,59
2091,2,2021-1,29,11,28
1217,3,2013-1,25,12,17
2325,1,2010-1,47,13,32
3820,3,2017-2,43,14,52
1474,1,2017-2,33,15,20
3668,2,2017-1,22,16,50
664,1,2021-2,35,17,9
5413,2,2016-2,44,18,73
4300,1,2008-2,48,19,59
3162,3,2019-1,26,20,43
3643,2,2013-2,26,21,50
4754,1,2018-2,49,22,64
5155,1,2010-1,49,23,70
4976,1,2020-2,30,24,67
328,3,2013-2,39,25,5
5000,1,2011-1,37,26,68
161,2,2008-1,33,27,3
322,3,2012-1,41,28,5
3222,2,2018-1,44,29,44
1113,2,2008-1,37,30,16
1366,3,2011-2,28,1,19
5457,1,2010-2,20,2,74
845,1,2015-1,23,3,12
718,1,2018-1,36,4,10
3497,2,2014-1,20,5,48
4729,2,2015-1,30,6,64
4943,3,2013-2,35,7,67
5513,1,2020-2,22,8,74
3136,1,2014-1,34,9,43
4578,4,2016-2,31,10,62
3728,3,2013-2,44,11,51
3611,1,2022-1,23,12,49
2308,2,2020-2,47,13,31
83,4,2022-2,43,14,1
5424,4,2018-1,20,15,73
2542,2,2013-2,45,16,35
5671,1,2022-1,41,17,76
1509,1,2008-2,35,18,21
397,2,2012-1,36,19,6
3125,1,2012-2,20,20,43
1168,4,2017-2,36,21,16
3722,1,2013-1,21,22,51
4203,1,2020-2,32,23,57
466,1,2009-1,27,24,7
748,1,2010-1,27,25,11
3291,2,2017-2,28,26,45
3881,3,2014-2,34,27,53
351,1,2017-2,45,28,5
1433,4,2008-1,38,29,20
115,1,2014-1,20,30,2
2987,4,2012-2,44,1,41
5547,4,2011-1,29,2,75
1658,1,2022-2,47,3,22
220,3,2022-1,37,4,3
4184,2,2015-2,41,5,57
2484,2,2016-1,31,6,34
4325,4,2012-2,46,7,59
3626,3,2010-1,23,8,50
2901,3,2012-1,31,9,40
4068,4,2021-2,39,10,55
5492,1,2016-2,37,11,74
1690,1,2014-2,35,12,23
1772,2,2016-1,36,13,24
2660,1,2010-2,36,14,37
429,3,2017-2,29,15,6
404,3,2013-1,44,16,6
5116,2,2016-1,36,17,69
1536,1,2013-1,47,18,21
3360,1,2017-2,41,19,46
3664,1,2016-2,49,20,50
923,2,2016-1,37,21,13
2817,2,2011-2,48,22,39
5396,2,2013-1,24,23,73
5550,1,2012-2,48,24,75
2852,4,2018-1,30,25,39
1940,3,2021-1,25,26,26
4483,3,2012-1,42,27,61
672,3,2022-2,25,28,9
820,2,2009-1,25,29,12
4111,3,2015-2,46,30,56
4998,2,2010-2,45,1,68
5031,2,2017-1,33,2,68
394,3,2011-1,48,3,6
60,3,2018-2,34,4,1
4403,3,2012-1,47,5,60
5402,1,2014-2,22,6,73
3182,3,2008-2,31,7,44
739,1,2022-2,41,8,10
4700,1,2010-1,47,9,64
1718,1,2021-1,46,10,23
2129,1,2015-1,24,11,29
2671,4,2012-1,39,12,37
4518,4,2019-1,41,13,61
2465,1,2012-1,32,14,34
3408,3,2012-1,21,15,47
94,2,2009-2,44,16,2
2824,2,2013-1,20,17,39
2182,4,2008-2,50,18,30
5226,4,2008-2,43,19,71
1836,1,2014-1,43,20,25
5394,3,2012-2,45,21,73
3238,1,2021-2,48,22,44
3363,3,2018-1,43,23,46
4378,1,2022-2,43,24,59
68,4,2019-2,38,25,1
1613,2,2013-2,32,26,22
4499,2,2015-1,36,27,61
5482,3,2014-2,28,28,74
5732,1,2018-2,31,29,77
3874,4,2013-1,46,30,53
5504,1,2019-1,47,1,74
4744,3,2017-1,30,2,64
1079,2,2016-2,48,3,15
4620,2,2008-1,33,4,63
5122,1,2017-1,46,5,69
5009,1,2013-1,39,6,68
5516,1,2021-1,45,7,74
1894,2,2011-1,28,8,26
843,2,2014-2,25,9,12
3155,3,2017-2,47,10,43
4508,2,2017-1,26,11,61
2321,3,2008-2,42,12,32
3229,1,2019-2,35,13,44
3202,1,2014-1,41,14,44
2704,3,2018-2,24,15,37
4673,3,2019-1,28,16,63
5333,2,2013-1,30,17,72
3737,2,2015-2,50,18,51
3760,2,2020-2,30,19,51
2598,4,2010-1,21,20,36
3653,2,2015-1,43,21,50
1374,3,2012-2,24,22,19
3920,1,2022-1,46,23,53
888,3,2008-2,47,24,13
5698,1,2012-2,42,25,77
3548,1,2008-2,42,26,49
4494,1,2014-2,39,27,61
3972,2,2016-2,49,28,54
156,1,2022-1,27,29,2
681,4,2009-2,37,30,10
5456,1,2010-1,28,1,74
2231,2,2019-2,29,2,30
4344,4,2016-1,23,3,59
1431,2,2008-1,30,4,20
4079,2,2010-1,45,5,56
786,3,2017-2,24,6,11
2382,1,2022-2,20,7,32
2878,1,2022-2,37,8,39
4434,1,2017-2,30,9,60
3324,3,2009-2,44,10,46
2285,3,2015-2,26,11,31
1591,3,2009-1,50,12,22
1276,2,2008-2,28,13,18
5278,3,2017-2,45,14,71
1550,2,2016-1,40,15,21
2081,2,2018-2,48,16,28
2169,4,2021-2,42,17,29
999,3,2016-2,26,18,14
1310,4,2013-2,20,19,18
5084,1,2011-2,29,20,69
2978,1,2010-2,48,21,41
3032,1,2008-1,47,22,42
3651,4,2014-2,30,23,50
5503,2,2018-2,43,24,74
2025,3,2021-1,37,25,27
4187,1,2016-2,35,26,57
1698,1,2016-2,34,27,23
1786,2,2018-2,24,28,24
5021,1,2015-2,35,29,68
1571,1,2020-1,48,30,21
4667,1,2018-1,36,1,63
479,2,2011-2,40,2,7
3272,1,2013-2,50,3,45
3180,1,2008-2,39,4,44
2141,2,2017-2,32,5,29
3544,3,2022-2,38,6,48
918,4,2014-2,37,7,13
1601,2,2011-1,23,8,22
4580,2,2017-1,36,9,62
2707,2,2019-1,35,10,37
3824,4,2018-1,30,11,52
2402,2,2013-2,36,12,33
4713,4,2011-2,34,13,64
492,1,2014-1,40,14,7
1499,1,2021-2,44,15,20
1111,4,2022-2,30,16,15
5359,1,2019-2,27,17,72
2143,4,2017-2,37,18,29
3453,3,2020-1,49,19,47
3018,3,2019-1,30,20,41
3323,2,2009-2,23,21,46
596,4,2008-2,46,22,9
217,3,2021-2,32,23,3
2393,1,2011-1,41,24,33
4748,3,2017-2,24,25,64
5403,2,2014-2,24,26,73
2777,4,2017-2,22,27,38
5315,4,2009-2,40,28,72
5618,1,2009-2,43,29,76
3113,3,2010-1,45,30,43
5145,1,2022-1,40,1,69
5685,2,2009-2,23,2,77
350,4,2017-1,41,3,5
5406,2,2015-1,21,4,73
360,3,2019-1,20,5,5
708,1,2015-1,38,6,10
1912,3,2015-1,30,7,26
2713,3,2020-1,35,8,37
2543,1,2014-1,39,9,35
2166,1,2021-2,33,10,29
841,2,2014-1,38,11,12
4333,2,2014-2,47,12,59
137,2,2018-1,41,13,2
5288,2,2019-2,40,14,71
2220,3,2017-2,48,15,30
1095,2,2019-2,21,16,15
2249,4,2008-1,46,17,31
1883,3,2009-1,20,18,26
610,3,2011-1,44,19,9
4888,3,2017-1,26,20,66
2232,3,2019-2,20,21,30
3644,1,2014-1,28,22,50
1488,3,2019-2,44,23,20
1884,1,2009-2,42,24,26
5128,1,2019-1,31,25,69
4065,1,2021-2,48,26,55
3529,4,2020-1,28,27,48
453,1,2022-1,30,28,6
1590,2,2009-1,37,29,22
3118,4,2010-2,22,30,43
5545,2,2011-1,43,1,75
4803,1,2014-2,35,2,65
4002,2,2022-1,27,3,54
586,1,2022-1,38,4,8
5447,2,2008-1,45,5,74
1145,1,2013-2,31,6,16
4239,1,2012-1,26,7,58
178,1,2011-2,27,8,3
2499,3,2019-1,24,9,34
2645,1,2021-2,27,10,36
1295,2,2011-2,29,11,18
5706,3,2013-2,34,12,77
3076,2,2016-1,27,13,42
5431,1,2020-1,46,14,73
2040,2,2009-2,37,15,28
633,3,2015-1,41,16,9
5058,1,2021-2,32,17,68
4785,2,2010-1,21,18,65
1372,1,2012-2,43,19,19
942,2,2019-1,39,20,13
4634,2,2011-2,49,21,63
1090,3,2018-2,36,22,15
4043,3,2016-2,44,23,55
3576,2,2014-1,34,24,49
2115,2,2011-1,47,25,29
5237,2,2010-2,40,26,71
4892,1,2018-2,37,27,66
3710,4,2010-2,28,28,51
168,2,2009-2,50,29,3
4853,2,2009-2,32,30,66
1959,1,2009-2,46,1,27
1222,4,2013-2,25,2,17
1127,1,2010-1,22,3,16
2827,3,2013-2,22,4,39
5696,2,2012-1,36,5,77
2617,1,2015-2,34,6,36
3070,4,2015-1,36,7,42
5243,4,2011-2,23,8,71
5327,2,2011-2,46,9,72
4521,3,2019-2,48,10,61
1762,3,2014-1,38,11,24
5450,1,2008-2,26,12,74
2985,2,2012-2,44,13,41
4238,3,2011-2,38,14,58
4737,3,2016-1,33,15,64
5077,4,2009-2,20,16,69
3805,2,2015-1,31,17,52
2254,1,2009-1,33,18,31
2376,1,2021-1,24,19,32
465,3,2008-2,43,20,7
2620,4,2015-2,39,21,36
3736,1,2015-2,36,22,51
2920,3,2014-2,42,23,40
4624,4,2008-2,44,24,63
2535,3,2012-1,26,25,35
534,1,2010-1,30,26,8
4793,2,2012-1,36,27,65
2442,1,2022-2,36,28,33
4665,1,2017-2,37,29,63
1871,4,2020-2,31,30,25
3717,3,2011-2,40,1,51
4708,3,2011-1,45,2,64
545,1,2013-1,39,3,8
3755,2,2019-2,45,4,51
958,2,2022-1,44,5,13
4283,3,2020-2,24,6,58
1184,2,2022-2,31,7,16
3439,1,2018-1,37,8,47
2420,3,2016-2,23,9,33
5388,3,2011-1,35,10,73
2160,2,2020-2,28,11,29
51,4,2016-2,47,12,1
84,1,2008-1,38,13,2
1174,1,2019-1,32,14,16
308,4,2009-1,22,15,5
565,2,2016-2,47,16,8
2907,2,2013-1,48,17,40
3270,1,2013-1,44,18,45
1989,1,2014-2,24,19,27
880,1,2021-2,28,20,12
2846,2,2017-2,28,21,39
16,3,2010-2,38,22,1
9,2,2009-1,38,23,1
3618,3,2008-2,32,24,50
2638,1,2020-1,33,25,36
3004,3,2016-2,31,26,41
5006,2,2012-1,45,27,68
1761,2,2014-1,44,28,24
3712,2,2011-1,20,29,51
4809,2,2016-1,48,30,65
5674,4,2022-1,40,1,76
4503,3,2015-2,47,2,61
3158,3,2018-1,35,3,43
1478,1,2018-1,22,4,20
2083,1,2019-1,22,5,28
5448,3,2008-1,38,6,74
1637,2,2018-1,35,7,22
4609,2,2021-2,27,8,62
1206,2,2011-1,36,9,17
5146,2,2022-1,45,10,69
4636,1,2012-1,32,11,63
1117,2,2008-2,39,12,16
1318,1,2015-2,22,13,18
4883,1,2016-2,31,14,66
5071,1,2009-1,41,15,69
80,1,2022-2,26,16,1
2349,2,2014-1,34,17,32
877,3,2020-2,39,18,12
3245,1,2008-1,45,19,45
2786,3,2020-1,47,20,38
21,4,2011-1,28,21,1
2779,1,2018-2,23,22,38
4585,1,2018-1,22,23,62
1752,1,2012-2,47,24,24
4350,3,2017-1,23,25,59
605,3,2010-1,22,26,9
2145,2,2018-1,28,27,29
4523,1,2020-1,24,28,61
1427,2,2022-2,44,29,19
3990,1,2020-2,37,30,54
4459,1,2022-2,47,1,60
2163,2,2021-1,33,2,29
1151,2,2014-2,39,3,16
4395,1,2011-1,24,4,60
1454,1,2012-2,20,5,20
3446,2,2019-1,21,6,47
1342,4,2021-1,49,7,18
559,3,2015-2,44,8,8
621,3,2013-1,43,9,9
4940,1,2013-1,50,10,67
488,3,2013-1,28,11,7
2742,1,2010-2,22,12,38
5061,4,2021-2,35,13,68
4663,1,2017-1,25,14,63
4893,2,2018-2,22,15,66
5479,2,2014-1,50,16,74
4138,1,2021-2,41,17,56
4246,2,2013-1,38,18,58
3195,3,2011-2,27,19,44
2227,3,2018-2,42,20,30
470,1,2010-1,37,21,7
4143,1,2022-2,23,22,56
1181,1,2021-2,28,23,16
3377,2,2021-2,21,24,46
4692,2,2008-2,37,25,64
1634,1,2017-2,39,26,22
1183,1,2022-2,23,27,16
1060,1,2013-2,32,28,15
1121,2,2009-1,50,29,16
4588,2,2018-2,47,30,62
5325,4,2011-1,25,1,72
2002,1,2017-2,22,2,27
1256,1,2020-1,40,3,17
848,4,2015-1,22,4,12
4788,2,2011-1,42,5,65
37,1,2014-1,27,6,1
745,1,2009-1,22,7,11
4826,1,2019-1,41,8,65
3436,3,2016-2,23,9,47
4118,4,2017-1,21,10,56
5169,2,2012-2,33,11,70
3947,1,2012-1,32,12,54
4526,4,2020-1,40,13,61
3790,2,2012-1,36,14,52
26,1,2012-1,29,15,1
4773,2,2022-2,47,16,64
4979,3,2021-1,35,17,67
63,2,2019-1,34,18,1
1435,2,2008-2,20,19,20
3415,1,2013-2,31,20,47
688,1,2011-1,49,21,10
222,2,2022-2,48,22,3
263,1,2016-2,36,23,4
5340,2,2014-1,40,24,72
3398,3,2010-2,46,25,47
1122,3,2009-1,33,26,16
3866,2,2012-1,25,27,53
1562,4,2017-2,36,28,21
2363,1,2017-2,37,29,32
4837,1,2021-2,39,30,65
2419,2,2016-2,32,1,33
1360,1,2010-2,22,2,19
5544,1,2011-1,24,3,75
467,2,2009-1,34,4,7
5576,3,2016-1,34,5,75
5010,2,2013-1,44,6,68
2946,2,2018-2,50,7,40
232,1,2009-2,37,8,4
1205,1,2011-1,38,9,17
5744,1,2020-1,41,10,77
5267,4,2015-2,21,11,71
636,1,2016-1,43,12,9
1076,3,2016-1,44,13,15
1216,2,2013-1,21,14,17
5298,2,2021-2,29,15,71
4561,2,2013-1,31,16,62
653,2,2019-2,36,17,9
541,1,2012-1,33,18,8
73,3,2021-1,25,19,1
4492,2,2013-2,21,20,61
1473,3,2017-1,21,21,20
4804,1,2015-1,26,22,65
3041,2,2009-2,20,23,42
